city,latitude,longitude,month,year,rainfall,elevation,Climate_Type
Ahvaz,31.318,48.669,1.0,2000.0,68.4557,20.0,Desert Climate (BWh)
Arak,34.091,49.689,1.0,2000.0,43.0526,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,1.0,2000.0,44.991,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,1.0,2000.0,94.6749,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,1.0,2000.0,99.776,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,1.0,2000.0,34.5849,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,1.0,2000.0,35.9112,1070.0,
Esfahan,32.653,51.667,1.0,2000.0,18.1596,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,1.0,2000.0,47.8476,155.0,
Hamadan,34.798,48.514,1.0,2000.0,52.6425,1741.0,
Ilam,33.636,46.42,1.0,2000.0,8.1616,1380.0,
Karaj,35.84,50.939,1.0,2000.0,47.6435,1321.0,
Kermanshah,34.314,47.065,1.0,2000.0,62.2324,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,1.0,2000.0,65.3951,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,1.0,2000.0,72.4345,1150.0,
Mashhad,36.297,59.605,1.0,2000.0,29.0758,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,1.0,2000.0,32.0344,1332.0,
Qazvin,36.269,50.004,1.0,2000.0,59.1718,1278.0,
Qom,34.641,50.875,1.0,2000.0,45.7051,930.0,
Rasht,37.28,49.583,1.0,2000.0,104.1628,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,1.0,2000.0,48.4597,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,1.0,2000.0,92.5325,-23.0,
Semnan,35.576,53.388,1.0,2000.0,35.4011,1130.0,
Shahr-e Kord,32.326,50.859,1.0,2000.0,41.9304,2076.0,
Shiraz,29.591,52.583,1.0,2000.0,117.3235,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,1.0,2000.0,23.6687,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,1.0,2000.0,39.3799,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,1.0,2000.0,81.7183,1870.0,
Yazd,31.897,54.367,1.0,2000.0,24.791,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,1.0,2000.0,25.4031,1372.0,
Zanjan,36.674,48.484,1.0,2000.0,49.786,1638.0,
Nowshahr,36.649,51.496,1.0,2000.0,104.1328,-21.0,
Ahvaz,31.318,48.669,2.0,2000.0,17.8536,20.0,Desert Climate (BWh)
Arak,34.091,49.689,2.0,2000.0,28.3617,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,2.0,2000.0,38.4617,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,2.0,2000.0,0.3061,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,2.0,2000.0,4.5909,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,2.0,2000.0,9.794,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,2.0,2000.0,26.2192,1070.0,
Esfahan,32.653,51.667,2.0,2000.0,6.2232,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,2.0,2000.0,29.2799,155.0,
Hamadan,34.798,48.514,2.0,2000.0,24.3829,1741.0,
Ilam,33.636,46.42,2.0,2000.0,17.2414,1380.0,
Karaj,35.84,50.939,2.0,2000.0,33.8708,1321.0,
Kermanshah,34.314,47.065,2.0,2000.0,30.9122,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,2.0,2000.0,101.6123,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,2.0,2000.0,52.3365,1150.0,
Mashhad,36.297,59.605,2.0,2000.0,24.4849,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,2.0,2000.0,24.995,1332.0,
Qazvin,36.269,50.004,2.0,2000.0,40.2981,1278.0,
Qom,34.641,50.875,2.0,2000.0,25.3011,930.0,
Rasht,37.28,49.583,2.0,2000.0,63.6607,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,2.0,2000.0,26.2192,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,2.0,2000.0,48.3577,-23.0,
Semnan,35.576,53.388,2.0,2000.0,25.4031,1130.0,
Shahr-e Kord,32.326,50.859,2.0,2000.0,17.0374,2076.0,
Shiraz,29.591,52.583,2.0,2000.0,6.3253,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,2.0,2000.0,23.1586,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,2.0,2000.0,30.3001,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,2.0,2000.0,11.0182,1870.0,
Yazd,31.897,54.367,2.0,2000.0,4.1828,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,2.0,2000.0,0.204,1372.0,
Zanjan,36.674,48.484,2.0,2000.0,34.789,1638.0,
Nowshahr,36.649,51.496,2.0,2000.0,63.640699999999995,-21.0,
Ahvaz,31.318,48.669,3.0,2000.0,7.4475,20.0,Desert Climate (BWh)
Arak,34.091,49.689,3.0,2000.0,27.1374,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,3.0,2000.0,85.187,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,3.0,2000.0,9.3859,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,3.0,2000.0,1.2242,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,3.0,2000.0,15.3031,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,3.0,2000.0,24.4849,1070.0,
Esfahan,32.653,51.667,3.0,2000.0,4.2849,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,3.0,2000.0,19.4859,155.0,
Hamadan,34.798,48.514,3.0,2000.0,47.2354,1741.0,
Ilam,33.636,46.42,3.0,2000.0,27.1374,1380.0,
Karaj,35.84,50.939,3.0,2000.0,38.7678,1321.0,
Kermanshah,34.314,47.065,3.0,2000.0,62.7425,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,3.0,2000.0,30.8102,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,3.0,2000.0,72.8426,1150.0,
Mashhad,36.297,59.605,3.0,2000.0,15.099,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,3.0,2000.0,30.7081,1332.0,
Qazvin,36.269,50.004,3.0,2000.0,63.8648,1278.0,
Qom,34.641,50.875,3.0,2000.0,24.791,930.0,
Rasht,37.28,49.583,3.0,2000.0,72.8426,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,3.0,2000.0,67.6395,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,3.0,2000.0,30.8102,-23.0,
Semnan,35.576,53.388,3.0,2000.0,16.5273,1130.0,
Shahr-e Kord,32.326,50.859,3.0,2000.0,12.6505,2076.0,
Shiraz,29.591,52.583,3.0,2000.0,2.9586,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,3.0,2000.0,43.5627,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,3.0,2000.0,31.0142,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,3.0,2000.0,6.8354,1870.0,
Yazd,31.897,54.367,3.0,2000.0,1.3263,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,3.0,2000.0,15.201,1372.0,
Zanjan,36.674,48.484,3.0,2000.0,81.0042,1638.0,
Nowshahr,36.649,51.496,3.0,2000.0,72.82260000000001,-21.0,
Ahvaz,31.318,48.669,4.0,2000.0,1.1222,20.0,Desert Climate (BWh)
Arak,34.091,49.689,4.0,2000.0,13.4667,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,4.0,2000.0,24.791,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,4.0,2000.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,4.0,2000.0,0.102,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,4.0,2000.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,4.0,2000.0,6.1212,1070.0,
Esfahan,32.653,51.667,4.0,2000.0,1.4283,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,4.0,2000.0,0.8162,155.0,
Hamadan,34.798,48.514,4.0,2000.0,26.9334,1741.0,
Ilam,33.636,46.42,4.0,2000.0,128.5457,1380.0,
Karaj,35.84,50.939,4.0,2000.0,9.4879,1321.0,
Kermanshah,34.314,47.065,4.0,2000.0,23.1586,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,4.0,2000.0,29.0758,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,4.0,2000.0,13.4667,1150.0,
Mashhad,36.297,59.605,4.0,2000.0,1.9384,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,4.0,2000.0,46.7253,1332.0,
Qazvin,36.269,50.004,4.0,2000.0,16.8334,1278.0,
Qom,34.641,50.875,4.0,2000.0,8.0596,930.0,
Rasht,37.28,49.583,4.0,2000.0,109.4679,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,4.0,2000.0,32.2384,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,4.0,2000.0,0.8162,-23.0,
Semnan,35.576,53.388,4.0,2000.0,1.6323,1130.0,
Shahr-e Kord,32.326,50.859,4.0,2000.0,3.7748,2076.0,
Shiraz,29.591,52.583,4.0,2000.0,0.102,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,4.0,2000.0,47.2354,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,4.0,2000.0,8.1616,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,4.0,2000.0,0.9182,1870.0,
Yazd,31.897,54.367,4.0,2000.0,0.8162,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,4.0,2000.0,0.0,1372.0,
Zanjan,36.674,48.484,4.0,2000.0,23.5667,1638.0,
Nowshahr,36.649,51.496,4.0,2000.0,109.4479,-21.0,
Ahvaz,31.318,48.669,5.0,2000.0,0.3061,20.0,Desert Climate (BWh)
Arak,34.091,49.689,5.0,2000.0,2.1424,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,5.0,2000.0,23.4647,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,5.0,2000.0,0.204,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,5.0,2000.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,5.0,2000.0,0.102,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,5.0,2000.0,5.7131,1070.0,
Esfahan,32.653,51.667,5.0,2000.0,0.3061,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,5.0,2000.0,8.1616,155.0,
Hamadan,34.798,48.514,5.0,2000.0,2.7546,1741.0,
Ilam,33.636,46.42,5.0,2000.0,343.9108,1380.0,
Karaj,35.84,50.939,5.0,2000.0,13.5687,1321.0,
Kermanshah,34.314,47.065,5.0,2000.0,4.1828,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,5.0,2000.0,10.4061,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,5.0,2000.0,28.0556,1150.0,
Mashhad,36.297,59.605,5.0,2000.0,0.7141,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,5.0,2000.0,17.5475,1332.0,
Qazvin,36.269,50.004,5.0,2000.0,19.1798,1278.0,
Qom,34.641,50.875,5.0,2000.0,4.6929,930.0,
Rasht,37.28,49.583,5.0,2000.0,43.8688,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,5.0,2000.0,5.8152,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,5.0,2000.0,6.8354,-23.0,
Semnan,35.576,53.388,5.0,2000.0,10.7121,1130.0,
Shahr-e Kord,32.326,50.859,5.0,2000.0,1.6323,2076.0,
Shiraz,29.591,52.583,5.0,2000.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,5.0,2000.0,22.2404,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,5.0,2000.0,13.7728,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,5.0,2000.0,0.5101,1870.0,
Yazd,31.897,54.367,5.0,2000.0,0.0,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,5.0,2000.0,0.6121,1372.0,
Zanjan,36.674,48.484,5.0,2000.0,17.5475,1638.0,
Nowshahr,36.649,51.496,5.0,2000.0,43.8388,-21.0,
Ahvaz,31.318,48.669,6.0,2000.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,6.0,2000.0,0.0,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,6.0,2000.0,19.3839,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,6.0,2000.0,0.102,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,6.0,2000.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,6.0,2000.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,6.0,2000.0,13.9768,1070.0,
Esfahan,32.653,51.667,6.0,2000.0,0.6121,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,6.0,2000.0,14.793,155.0,
Hamadan,34.798,48.514,6.0,2000.0,0.102,1741.0,
Ilam,33.636,46.42,6.0,2000.0,444.6049,1380.0,
Karaj,35.84,50.939,6.0,2000.0,4.5909,1321.0,
Kermanshah,34.314,47.065,6.0,2000.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,6.0,2000.0,4.795,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,6.0,2000.0,21.2202,1150.0,
Mashhad,36.297,59.605,6.0,2000.0,2.0404,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,6.0,2000.0,7.6515,1332.0,
Qazvin,36.269,50.004,6.0,2000.0,6.5293,1278.0,
Qom,34.641,50.875,6.0,2000.0,0.6121,930.0,
Rasht,37.28,49.583,6.0,2000.0,40.094,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,6.0,2000.0,0.5101,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,6.0,2000.0,17.5475,-23.0,
Semnan,35.576,53.388,6.0,2000.0,12.1404,1130.0,
Shahr-e Kord,32.326,50.859,6.0,2000.0,1.2242,2076.0,
Shiraz,29.591,52.583,6.0,2000.0,0.7141,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,6.0,2000.0,10.6101,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,6.0,2000.0,4.4889,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,6.0,2000.0,6.3253,1870.0,
Yazd,31.897,54.367,6.0,2000.0,2.5505,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,6.0,2000.0,0.6121,1372.0,
Zanjan,36.674,48.484,6.0,2000.0,5.6111,1638.0,
Nowshahr,36.649,51.496,6.0,2000.0,40.074,-21.0,
Ahvaz,31.318,48.669,7.0,2000.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,7.0,2000.0,0.7141,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,7.0,2000.0,13.2627,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,7.0,2000.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,7.0,2000.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,7.0,2000.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,7.0,2000.0,2.8566,1070.0,
Esfahan,32.653,51.667,7.0,2000.0,0.6121,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,7.0,2000.0,7.3455,155.0,
Hamadan,34.798,48.514,7.0,2000.0,1.8364,1741.0,
Ilam,33.636,46.42,7.0,2000.0,502.0424,1380.0,
Karaj,35.84,50.939,7.0,2000.0,4.897,1321.0,
Kermanshah,34.314,47.065,7.0,2000.0,0.5101,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,7.0,2000.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,7.0,2000.0,5.8152,1150.0,
Mashhad,36.297,59.605,7.0,2000.0,0.4081,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,7.0,2000.0,0.102,1332.0,
Qazvin,36.269,50.004,7.0,2000.0,3.8768,1278.0,
Qom,34.641,50.875,7.0,2000.0,3.1626,930.0,
Rasht,37.28,49.583,7.0,2000.0,23.3627,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,7.0,2000.0,0.4081,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,7.0,2000.0,14.6909,-23.0,
Semnan,35.576,53.388,7.0,2000.0,7.7536,1130.0,
Shahr-e Kord,32.326,50.859,7.0,2000.0,3.0606,2076.0,
Shiraz,29.591,52.583,7.0,2000.0,0.4081,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,7.0,2000.0,4.5909,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,7.0,2000.0,5.4071,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,7.0,2000.0,2.7546,1870.0,
Yazd,31.897,54.367,7.0,2000.0,0.6121,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,7.0,2000.0,0.0,1372.0,
Zanjan,36.674,48.484,7.0,2000.0,7.9576,1638.0,
Nowshahr,36.649,51.496,7.0,2000.0,23.3327,-21.0,
Ahvaz,31.318,48.669,8.0,2000.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,8.0,2000.0,0.0,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,8.0,2000.0,21.8324,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,8.0,2000.0,0.8162,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,8.0,2000.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,8.0,2000.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,8.0,2000.0,5.4071,1070.0,
Esfahan,32.653,51.667,8.0,2000.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,8.0,2000.0,4.795,155.0,
Hamadan,34.798,48.514,8.0,2000.0,0.102,1741.0,
Ilam,33.636,46.42,8.0,2000.0,525.9152,1380.0,
Karaj,35.84,50.939,8.0,2000.0,3.6727,1321.0,
Kermanshah,34.314,47.065,8.0,2000.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,8.0,2000.0,0.6121,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,8.0,2000.0,23.1586,1150.0,
Mashhad,36.297,59.605,8.0,2000.0,0.9182,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,8.0,2000.0,0.9182,1332.0,
Qazvin,36.269,50.004,8.0,2000.0,9.6919,1278.0,
Qom,34.641,50.875,8.0,2000.0,0.5101,930.0,
Rasht,37.28,49.583,8.0,2000.0,13.3647,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,8.0,2000.0,0.0,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,8.0,2000.0,18.3637,-23.0,
Semnan,35.576,53.388,8.0,2000.0,1.3263,1130.0,
Shahr-e Kord,32.326,50.859,8.0,2000.0,0.0,2076.0,
Shiraz,29.591,52.583,8.0,2000.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,8.0,2000.0,4.3869,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,8.0,2000.0,1.6323,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,8.0,2000.0,0.0,1870.0,
Yazd,31.897,54.367,8.0,2000.0,0.0,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,8.0,2000.0,0.6121,1372.0,
Zanjan,36.674,48.484,8.0,2000.0,9.1818,1638.0,
Nowshahr,36.649,51.496,8.0,2000.0,13.3347,-21.0,
Ahvaz,31.318,48.669,9.0,2000.0,0.102,20.0,Desert Climate (BWh)
Arak,34.091,49.689,9.0,2000.0,1.0202,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,9.0,2000.0,84.3709,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,9.0,2000.0,0.0,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,9.0,2000.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,9.0,2000.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,9.0,2000.0,13.8748,1070.0,
Esfahan,32.653,51.667,9.0,2000.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,9.0,2000.0,23.8728,155.0,
Hamadan,34.798,48.514,9.0,2000.0,0.7141,1741.0,
Ilam,33.636,46.42,9.0,2000.0,457.8676,1380.0,
Karaj,35.84,50.939,9.0,2000.0,46.3173,1321.0,
Kermanshah,34.314,47.065,9.0,2000.0,1.2242,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,9.0,2000.0,1.8364,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,9.0,2000.0,153.1326,1150.0,
Mashhad,36.297,59.605,9.0,2000.0,4.4889,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,9.0,2000.0,6.8354,1332.0,
Qazvin,36.269,50.004,9.0,2000.0,66.2112,1278.0,
Qom,34.641,50.875,9.0,2000.0,24.6889,930.0,
Rasht,37.28,49.583,9.0,2000.0,24.3829,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,9.0,2000.0,1.0202,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,9.0,2000.0,81.9224,-23.0,
Semnan,35.576,53.388,9.0,2000.0,1.0202,1130.0,
Shahr-e Kord,32.326,50.859,9.0,2000.0,0.0,2076.0,
Shiraz,29.591,52.583,9.0,2000.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,9.0,2000.0,21.8324,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,9.0,2000.0,12.3445,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,9.0,2000.0,0.0,1870.0,
Yazd,31.897,54.367,9.0,2000.0,0.0,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,9.0,2000.0,0.0,1372.0,
Zanjan,36.674,48.484,9.0,2000.0,45.7051,1638.0,
Nowshahr,36.649,51.496,9.0,2000.0,24.3629,-21.0,
Ahvaz,31.318,48.669,10.0,2000.0,5.8152,20.0,Desert Climate (BWh)
Arak,34.091,49.689,10.0,2000.0,40.7061,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,10.0,2000.0,96.1032,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,10.0,2000.0,1.0202,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,10.0,2000.0,13.9768,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,10.0,2000.0,5.101,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,10.0,2000.0,13.5687,1070.0,
Esfahan,32.653,51.667,10.0,2000.0,9.3859,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,10.0,2000.0,36.9314,155.0,
Hamadan,34.798,48.514,10.0,2000.0,23.3627,1741.0,
Ilam,33.636,46.42,10.0,2000.0,24.3829,1380.0,
Karaj,35.84,50.939,10.0,2000.0,125.179,1321.0,
Kermanshah,34.314,47.065,10.0,2000.0,31.9324,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,10.0,2000.0,34.4829,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,10.0,2000.0,213.2226,1150.0,
Mashhad,36.297,59.605,10.0,2000.0,17.9556,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,10.0,2000.0,23.4647,1332.0,
Qazvin,36.269,50.004,10.0,2000.0,129.6679,1278.0,
Qom,34.641,50.875,10.0,2000.0,118.6497,930.0,
Rasht,37.28,49.583,10.0,2000.0,135.2791,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,10.0,2000.0,28.4637,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,10.0,2000.0,164.1508,-23.0,
Semnan,35.576,53.388,10.0,2000.0,10.1,1130.0,
Shahr-e Kord,32.326,50.859,10.0,2000.0,6.6313,2076.0,
Shiraz,29.591,52.583,10.0,2000.0,8.3657,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,10.0,2000.0,27.8516,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,10.0,2000.0,55.9072,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,10.0,2000.0,7.1414,1870.0,
Yazd,31.897,54.367,10.0,2000.0,3.0606,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,10.0,2000.0,1.2242,1372.0,
Zanjan,36.674,48.484,10.0,2000.0,76.9234,1638.0,
Nowshahr,36.649,51.496,10.0,2000.0,135.2591,-21.0,
Ahvaz,31.318,48.669,11.0,2000.0,38.6657,20.0,Desert Climate (BWh)
Arak,34.091,49.689,11.0,2000.0,41.7263,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,11.0,2000.0,81.9224,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,11.0,2000.0,22.7506,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,11.0,2000.0,71.8224,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,11.0,2000.0,14.793,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,11.0,2000.0,18.0576,1070.0,
Esfahan,32.653,51.667,11.0,2000.0,29.4839,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,11.0,2000.0,20.5061,155.0,
Hamadan,34.798,48.514,11.0,2000.0,29.1778,1741.0,
Ilam,33.636,46.42,11.0,2000.0,2.2444,1380.0,
Karaj,35.84,50.939,11.0,2000.0,63.8648,1321.0,
Kermanshah,34.314,47.065,11.0,2000.0,45.093,1350.0,Mediterranean Climate (Csa)
