city,latitude,longitude,month,year,rainfall,elevation,Climate_Type
Birjand,32.866,59.217,12.0,2017.0,15.9152,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,12.0,2017.0,9.4879,1070.0,
Esfahan,32.653,51.667,12.0,2017.0,0.8162,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,12.0,2017.0,8.8758,155.0,
Hamadan,34.798,48.514,12.0,2017.0,10.7121,1741.0,
Ilam,33.636,46.42,12.0,2017.0,4.999,1380.0,
Karaj,35.84,50.939,12.0,2017.0,9.6919,1321.0,
Kermanshah,34.314,47.065,12.0,2017.0,11.0182,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,12.0,2017.0,1.3263,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,12.0,2017.0,20.3021,1150.0,
Mashhad,36.297,59.605,12.0,2017.0,2.4485,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,12.0,2017.0,23.0566,1332.0,
Qazvin,36.269,50.004,12.0,2017.0,18.8738,1278.0,
Qom,34.641,50.875,12.0,2017.0,6.8354,930.0,
Rasht,37.28,49.583,12.0,2017.0,51.4183,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,12.0,2017.0,20.7101,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,12.0,2017.0,16.7313,-23.0,
Semnan,35.576,53.388,12.0,2017.0,4.2849,1130.0,
Shahr-e Kord,32.326,50.859,12.0,2017.0,1.1222,2076.0,
Shiraz,29.591,52.583,12.0,2017.0,3.9788,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,12.0,2017.0,17.8536,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,12.0,2017.0,6.7333,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,12.0,2017.0,5.3051,1870.0,
Yazd,31.897,54.367,12.0,2017.0,5.6111,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,12.0,2017.0,0.0,1372.0,
Zanjan,36.674,48.484,12.0,2017.0,22.1384,1638.0,
Nowshahr,36.649,51.496,12.0,2017.0,51.3983,-21.0,
Ahvaz,31.318,48.669,1.0,2018.0,15.3031,20.0,Desert Climate (BWh)
Arak,34.091,49.689,1.0,2018.0,38.2576,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,1.0,2018.0,60.3961,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,1.0,2018.0,30.6061,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,1.0,2018.0,12.6505,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,1.0,2018.0,25.8112,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,1.0,2018.0,6.2232,1070.0,
Esfahan,32.653,51.667,1.0,2018.0,13.4667,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,1.0,2018.0,13.8748,155.0,
Hamadan,34.798,48.514,1.0,2018.0,33.1566,1741.0,
Ilam,33.636,46.42,1.0,2018.0,1.7343,1380.0,
Karaj,35.84,50.939,1.0,2018.0,37.5435,1321.0,
Kermanshah,34.314,47.065,1.0,2018.0,29.6879,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,1.0,2018.0,38.9718,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,1.0,2018.0,51.4183,1150.0,
Mashhad,36.297,59.605,1.0,2018.0,4.3869,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,1.0,2018.0,31.0142,1332.0,
Qazvin,36.269,50.004,1.0,2018.0,47.6435,1278.0,
Qom,34.641,50.875,1.0,2018.0,36.0132,930.0,
Rasht,37.28,49.583,1.0,2018.0,45.3991,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,1.0,2018.0,40.9102,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,1.0,2018.0,36.2172,-23.0,
Semnan,35.576,53.388,1.0,2018.0,15.9152,1130.0,
Shahr-e Kord,32.326,50.859,1.0,2018.0,19.894,2076.0,
Shiraz,29.591,52.583,1.0,2018.0,16.3233,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,1.0,2018.0,31.4223,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,1.0,2018.0,28.8718,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,1.0,2018.0,20.7101,1870.0,
Yazd,31.897,54.367,1.0,2018.0,11.1202,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,1.0,2018.0,1.2242,1372.0,
Zanjan,36.674,48.484,1.0,2018.0,44.4809,1638.0,
Nowshahr,36.649,51.496,1.0,2018.0,45.409099999999995,-21.0,
Ahvaz,31.318,48.669,2.0,2018.0,63.8648,20.0,Desert Climate (BWh)
Arak,34.091,49.689,2.0,2018.0,60.192,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,2.0,2018.0,61.1102,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,2.0,2018.0,39.0738,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,2.0,2018.0,31.0142,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,2.0,2018.0,30.9122,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,2.0,2018.0,51.8264,1070.0,
Esfahan,32.653,51.667,2.0,2018.0,20.9142,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,2.0,2018.0,30.5041,155.0,
Hamadan,34.798,48.514,2.0,2018.0,64.885,1741.0,
Ilam,33.636,46.42,2.0,2018.0,13.0586,1380.0,
Karaj,35.84,50.939,2.0,2018.0,38.9718,1321.0,
Kermanshah,34.314,47.065,2.0,2018.0,111.8144,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,2.0,2018.0,5.4071,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,2.0,2018.0,46.3173,1150.0,
Mashhad,36.297,59.605,2.0,2018.0,40.196,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,2.0,2018.0,37.8496,1332.0,
Qazvin,36.269,50.004,2.0,2018.0,46.4193,1278.0,
Qom,34.641,50.875,2.0,2018.0,47.2354,930.0,
Rasht,37.28,49.583,2.0,2018.0,113.0386,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,2.0,2018.0,93.2466,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,2.0,2018.0,43.9708,-23.0,
Semnan,35.576,53.388,2.0,2018.0,24.2809,1130.0,
Shahr-e Kord,32.326,50.859,2.0,2018.0,51.1122,2076.0,
Shiraz,29.591,52.583,2.0,2018.0,39.2779,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,2.0,2018.0,37.3395,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,2.0,2018.0,31.0142,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,2.0,2018.0,45.2971,1870.0,
Yazd,31.897,54.367,2.0,2018.0,17.2414,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,2.0,2018.0,8.8758,1372.0,
Zanjan,36.674,48.484,2.0,2018.0,46.6233,1638.0,
Nowshahr,36.649,51.496,2.0,2018.0,113.0086,-21.0,
Ahvaz,31.318,48.669,3.0,2018.0,1.5303,20.0,Desert Climate (BWh)
Arak,34.091,49.689,3.0,2018.0,15.8132,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,3.0,2018.0,64.987,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,3.0,2018.0,26.7293,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,3.0,2018.0,3.4687,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,3.0,2018.0,32.1364,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,3.0,2018.0,29.3819,1070.0,
Esfahan,32.653,51.667,3.0,2018.0,2.3465,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,3.0,2018.0,10.5081,155.0,
Hamadan,34.798,48.514,3.0,2018.0,10.5081,1741.0,
Ilam,33.636,46.42,3.0,2018.0,25.8112,1380.0,
Karaj,35.84,50.939,3.0,2018.0,8.4677,1321.0,
Kermanshah,34.314,47.065,3.0,2018.0,6.0192,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,3.0,2018.0,71.7203,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,3.0,2018.0,16.6293,1150.0,
Mashhad,36.297,59.605,3.0,2018.0,35.9112,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,3.0,2018.0,54.785,1332.0,
Qazvin,36.269,50.004,3.0,2018.0,15.7111,1278.0,
Qom,34.641,50.875,3.0,2018.0,6.4273,930.0,
Rasht,37.28,49.583,3.0,2018.0,167.5175,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,3.0,2018.0,36.6253,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,3.0,2018.0,11.8344,-23.0,
Semnan,35.576,53.388,3.0,2018.0,8.6717,1130.0,
Shahr-e Kord,32.326,50.859,3.0,2018.0,3.6727,2076.0,
Shiraz,29.591,52.583,3.0,2018.0,3.3667,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,3.0,2018.0,62.2324,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,3.0,2018.0,7.7536,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,3.0,2018.0,6.7333,1870.0,
Yazd,31.897,54.367,3.0,2018.0,9.1818,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,3.0,2018.0,5.4071,1372.0,
Zanjan,36.674,48.484,3.0,2018.0,28.2597,1638.0,
Nowshahr,36.649,51.496,3.0,2018.0,167.4975,-21.0,
Ahvaz,31.318,48.669,4.0,2018.0,43.8688,20.0,Desert Climate (BWh)
Arak,34.091,49.689,4.0,2018.0,83.9628,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,4.0,2018.0,42.9506,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,4.0,2018.0,15.099,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,4.0,2018.0,23.5667,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,4.0,2018.0,36.1152,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,4.0,2018.0,38.7678,1070.0,
Esfahan,32.653,51.667,4.0,2018.0,31.3203,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,4.0,2018.0,33.1566,155.0,
Hamadan,34.798,48.514,4.0,2018.0,102.4285,1741.0,
Ilam,33.636,46.42,4.0,2018.0,120.7922,1380.0,
Karaj,35.84,50.939,4.0,2018.0,54.6829,1321.0,
Kermanshah,34.314,47.065,4.0,2018.0,142.8286,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,4.0,2018.0,27.1374,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,4.0,2018.0,63.6607,1150.0,
Mashhad,36.297,59.605,4.0,2018.0,20.8122,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,4.0,2018.0,48.9698,1332.0,
Qazvin,36.269,50.004,4.0,2018.0,71.4143,1278.0,
Qom,34.641,50.875,4.0,2018.0,50.2961,930.0,
Rasht,37.28,49.583,4.0,2018.0,105.7952,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,4.0,2018.0,114.773,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,4.0,2018.0,32.8506,-23.0,
Semnan,35.576,53.388,4.0,2018.0,51.7243,1130.0,
Shahr-e Kord,32.326,50.859,4.0,2018.0,78.0456,2076.0,
Shiraz,29.591,52.583,4.0,2018.0,64.2729,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,4.0,2018.0,47.5415,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,4.0,2018.0,54.3769,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,4.0,2018.0,80.6981,1870.0,
Yazd,31.897,54.367,4.0,2018.0,25.9132,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,4.0,2018.0,8.9778,1372.0,
Zanjan,36.674,48.484,4.0,2018.0,74.781,1638.0,
Nowshahr,36.649,51.496,4.0,2018.0,105.7652,-21.0,
Ahvaz,31.318,48.669,5.0,2018.0,13.3647,20.0,Desert Climate (BWh)
Arak,34.091,49.689,5.0,2018.0,72.4345,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,5.0,2018.0,47.6435,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,5.0,2018.0,5.6111,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,5.0,2018.0,1.5303,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,5.0,2018.0,11.4263,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,5.0,2018.0,78.2497,1070.0,
Esfahan,32.653,51.667,5.0,2018.0,27.0354,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,5.0,2018.0,22.5465,155.0,
Hamadan,34.798,48.514,5.0,2018.0,87.1254,1741.0,
Ilam,33.636,46.42,5.0,2018.0,230.9742,1380.0,
Karaj,35.84,50.939,5.0,2018.0,33.9728,1321.0,
Kermanshah,34.314,47.065,5.0,2018.0,105.081,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,5.0,2018.0,3.6727,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,5.0,2018.0,35.8092,1150.0,
Mashhad,36.297,59.605,5.0,2018.0,60.9062,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,5.0,2018.0,59.6819,1332.0,
Qazvin,36.269,50.004,5.0,2018.0,53.3567,1278.0,
Qom,34.641,50.875,5.0,2018.0,39.0738,930.0,
Rasht,37.28,49.583,5.0,2018.0,104.5709,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,5.0,2018.0,86.4113,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,5.0,2018.0,11.3243,-23.0,
Semnan,35.576,53.388,5.0,2018.0,27.4435,1130.0,
Shahr-e Kord,32.326,50.859,5.0,2018.0,77.0254,2076.0,
Shiraz,29.591,52.583,5.0,2018.0,12.7526,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,5.0,2018.0,60.6001,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,5.0,2018.0,29.6879,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,5.0,2018.0,51.2142,1870.0,
Yazd,31.897,54.367,5.0,2018.0,17.5475,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,5.0,2018.0,1.9384,1372.0,
Zanjan,36.674,48.484,5.0,2018.0,62.7425,1638.0,
Nowshahr,36.649,51.496,5.0,2018.0,104.5409,-21.0,
Ahvaz,31.318,48.669,6.0,2018.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,6.0,2018.0,7.2434,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,6.0,2018.0,22.7506,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,6.0,2018.0,0.102,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,6.0,2018.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,6.0,2018.0,1.1222,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,6.0,2018.0,14.4869,1070.0,
Esfahan,32.653,51.667,6.0,2018.0,1.8364,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,6.0,2018.0,8.1616,155.0,
Hamadan,34.798,48.514,6.0,2018.0,15.099,1741.0,
Ilam,33.636,46.42,6.0,2018.0,338.9118,1380.0,
Karaj,35.84,50.939,6.0,2018.0,16.9354,1321.0,
Kermanshah,34.314,47.065,6.0,2018.0,10.9162,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,6.0,2018.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,6.0,2018.0,31.8304,1150.0,
Mashhad,36.297,59.605,6.0,2018.0,2.7546,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,6.0,2018.0,14.2829,1332.0,
Qazvin,36.269,50.004,6.0,2018.0,31.0142,1278.0,
Qom,34.641,50.875,6.0,2018.0,7.8556,930.0,
Rasht,37.28,49.583,6.0,2018.0,82.5345,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,6.0,2018.0,19.1798,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,6.0,2018.0,11.8344,-23.0,
Semnan,35.576,53.388,6.0,2018.0,11.0182,1130.0,
Shahr-e Kord,32.326,50.859,6.0,2018.0,11.2222,2076.0,
Shiraz,29.591,52.583,6.0,2018.0,0.5101,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,6.0,2018.0,26.2192,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,6.0,2018.0,11.5283,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,6.0,2018.0,11.7323,1870.0,
Yazd,31.897,54.367,6.0,2018.0,2.5505,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,6.0,2018.0,1.8364,1372.0,
Zanjan,36.674,48.484,6.0,2018.0,28.0556,1638.0,
Nowshahr,36.649,51.496,6.0,2018.0,82.5145,-21.0,
Ahvaz,31.318,48.669,7.0,2018.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,7.0,2018.0,0.3061,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,7.0,2018.0,16.2212,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,7.0,2018.0,0.7141,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,7.0,2018.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,7.0,2018.0,0.5101,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,7.0,2018.0,0.102,1070.0,
Esfahan,32.653,51.667,7.0,2018.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,7.0,2018.0,0.102,155.0,
Hamadan,34.798,48.514,7.0,2018.0,0.7141,1741.0,
Ilam,33.636,46.42,7.0,2018.0,410.5301,1380.0,
Karaj,35.84,50.939,7.0,2018.0,4.999,1321.0,
Kermanshah,34.314,47.065,7.0,2018.0,0.102,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,7.0,2018.0,0.204,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,7.0,2018.0,18.0576,1150.0,
Mashhad,36.297,59.605,7.0,2018.0,0.0,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,7.0,2018.0,1.0202,1332.0,
Qazvin,36.269,50.004,7.0,2018.0,9.4879,1278.0,
Qom,34.641,50.875,7.0,2018.0,0.6121,930.0,
Rasht,37.28,49.583,7.0,2018.0,5.8152,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,7.0,2018.0,0.4081,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,7.0,2018.0,2.3465,-23.0,
Semnan,35.576,53.388,7.0,2018.0,1.0202,1130.0,
Shahr-e Kord,32.326,50.859,7.0,2018.0,0.0,2076.0,
Shiraz,29.591,52.583,7.0,2018.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,7.0,2018.0,6.5293,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,7.0,2018.0,3.8768,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,7.0,2018.0,0.4081,1870.0,
Yazd,31.897,54.367,7.0,2018.0,0.6121,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,7.0,2018.0,0.0,1372.0,
Zanjan,36.674,48.484,7.0,2018.0,7.1414,1638.0,
Nowshahr,36.649,51.496,7.0,2018.0,5.7852,-21.0,
Ahvaz,31.318,48.669,8.0,2018.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,8.0,2018.0,0.3061,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,8.0,2018.0,25.097,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,8.0,2018.0,1.9384,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,8.0,2018.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,8.0,2018.0,0.6121,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,8.0,2018.0,0.3061,1070.0,
Esfahan,32.653,51.667,8.0,2018.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,8.0,2018.0,0.6121,155.0,
Hamadan,34.798,48.514,8.0,2018.0,0.3061,1741.0,
Ilam,33.636,46.42,8.0,2018.0,298.3076,1380.0,
Karaj,35.84,50.939,8.0,2018.0,7.6515,1321.0,
Kermanshah,34.314,47.065,8.0,2018.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,8.0,2018.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,8.0,2018.0,30.8102,1150.0,
Mashhad,36.297,59.605,8.0,2018.0,0.0,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,8.0,2018.0,1.9384,1332.0,
Qazvin,36.269,50.004,8.0,2018.0,14.997,1278.0,
Qom,34.641,50.875,8.0,2018.0,1.4283,930.0,
Rasht,37.28,49.583,8.0,2018.0,3.0606,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,8.0,2018.0,0.102,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,8.0,2018.0,5.9172,-23.0,
Semnan,35.576,53.388,8.0,2018.0,0.5101,1130.0,
Shahr-e Kord,32.326,50.859,8.0,2018.0,0.0,2076.0,
Shiraz,29.591,52.583,8.0,2018.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,8.0,2018.0,5.8152,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,8.0,2018.0,3.0606,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,8.0,2018.0,0.102,1870.0,
Yazd,31.897,54.367,8.0,2018.0,0.102,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,8.0,2018.0,0.0,1372.0,
Zanjan,36.674,48.484,8.0,2018.0,9.2839,1638.0,
Nowshahr,36.649,51.496,8.0,2018.0,3.0306,-21.0,
Ahvaz,31.318,48.669,9.0,2018.0,0.0,20.0,Desert Climate (BWh)
Arak,34.091,49.689,9.0,2018.0,0.204,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,9.0,2018.0,41.5223,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,9.0,2018.0,0.5101,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,9.0,2018.0,0.0,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,9.0,2018.0,0.0,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,9.0,2018.0,0.102,1070.0,
Esfahan,32.653,51.667,9.0,2018.0,0.0,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,9.0,2018.0,0.6121,155.0,
Hamadan,34.798,48.514,9.0,2018.0,0.102,1741.0,
Ilam,33.636,46.42,9.0,2018.0,223.1186,1380.0,
Karaj,35.84,50.939,9.0,2018.0,9.2839,1321.0,
Kermanshah,34.314,47.065,9.0,2018.0,0.0,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,9.0,2018.0,0.0,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,9.0,2018.0,37.9516,1150.0,
Mashhad,36.297,59.605,9.0,2018.0,0.0,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,9.0,2018.0,3.0606,1332.0,
Qazvin,36.269,50.004,9.0,2018.0,20.098,1278.0,
Qom,34.641,50.875,9.0,2018.0,2.4485,930.0,
Rasht,37.28,49.583,9.0,2018.0,11.1202,-5.0,Humid Subtropical Climate (Cfa)
Sanandaj,35.314,46.998,9.0,2018.0,0.204,1480.0,Mediterranean Climate (Csa)
Sari,36.563,53.06,9.0,2018.0,7.4475,-23.0,
Semnan,35.576,53.388,9.0,2018.0,0.102,1130.0,
Shahr-e Kord,32.326,50.859,9.0,2018.0,0.0,2076.0,
Shiraz,29.591,52.583,9.0,2018.0,0.0,1491.0,Mediterranean Climate (Csa)
Tabriz,38.079,46.291,9.0,2018.0,8.7738,1365.0,Cold Semi-Arid Climate (BSk)
Tehran,35.689,51.389,9.0,2018.0,2.1424,1190.0,Cold Semi-Arid Climate (BSk)
Yasuj,30.668,51.594,9.0,2018.0,0.0,1870.0,
Yazd,31.897,54.367,9.0,2018.0,0.0,1216.0,Cold Desert Climate (BWk)
Zahedan,29.497,60.872,9.0,2018.0,0.0,1372.0,
Zanjan,36.674,48.484,9.0,2018.0,17.8536,1638.0,
Nowshahr,36.649,51.496,9.0,2018.0,11.090200000000001,-21.0,
Ahvaz,31.318,48.669,10.0,2018.0,20.4041,20.0,Desert Climate (BWh)
Arak,34.091,49.689,10.0,2018.0,26.4233,1708.0,Cold Semi-Arid Climate (BSk)
Ardabil,38.249,48.295,10.0,2018.0,52.2344,1350.0,Humid Continental Climate (Dsb)
Bandar `Abbas,27.183,56.266,10.0,2018.0,1.5303,9.0,Hot Desert Climate (BWh)
Bandar-e Bushehr,28.923,50.82,10.0,2018.0,19.996,18.0,Hot Semi-Arid Climate (BSh)
Birjand,32.866,59.217,10.0,2018.0,2.7546,1491.0,Cold Semi-Arid Climate (BSk)
Bojnurd,37.474,57.329,10.0,2018.0,21.5263,1070.0,
Esfahan,32.653,51.667,10.0,2018.0,6.7333,1574.0,Cold Semi-Arid Climate (BSk)
Gorgan,36.839,54.434,10.0,2018.0,15.9152,155.0,
Hamadan,34.798,48.514,10.0,2018.0,23.9748,1741.0,
Ilam,33.636,46.42,10.0,2018.0,41.7263,1380.0,
Karaj,35.84,50.939,10.0,2018.0,52.1324,1321.0,
Kermanshah,34.314,47.065,10.0,2018.0,49.4799,1350.0,Mediterranean Climate (Csa)
Kerman,30.293,57.081,10.0,2018.0,6.6313,1755.0,Cold Desert Climate (BWk)
Khorramabad,33.487,48.355,10.0,2018.0,105.7952,1150.0,
Mashhad,36.297,59.605,10.0,2018.0,44.4809,985.0,Cold Semi-Arid Climate (BSk)
Orumiyeh,37.552,45.076,10.0,2018.0,37.3395,1332.0,
Qazvin,36.269,50.004,10.0,2018.0,79.882,1278.0,
Qom,34.641,50.875,10.0,2018.0,56.2132,930.0,
